date,series_ticker,event_ticker,market_ticker,strike_type,threshold,floor_strike,cap_strike,last_price,yes_bid,yes_ask,no_bid,no_ask,volume,open_interest,result,settlement_value,expiration_value,status,ticker,mu,sigma,model_prob,market_prob,edge,settlement,direction,entry_price,entry_edge,exit_type,exit_price,fee_per_contract,pnl_per_contract_gross,pnl_per_contract,fee_dollars,pnl_dollars
2025-10-22,KXHIGHAUS,KXHIGHAUS-25OCT22,KXHIGHAUS-25OCT22-B86.5,between,86.5,86.0,87.0,0.01,0.0,1.0,0.0,1.0,45327.0,0.0,no,0.0,88.0,finalized,KXHIGHAUS,86.93742077350616,0.93816686,0.36774345742157677,0.01,0.35774345742157676,0.0,YES,1.0,0.35774345742157676,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-23,KXHIGHAUS,KXHIGHAUS-25OCT23,KXHIGHAUS-25OCT23-B92.5,between,92.5,92.0,93.0,0.99,0.0,1.0,0.0,1.0,67450.0,0.0,yes,1.0,92.0,finalized,KXHIGHAUS,90.81153084437052,0.9712099,0.09841402350532547,0.99,-0.8915859764946745,1.0,NO,1.0000000000000009,0.8915859764946745,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-10-23,KXHIGHAUS,KXHIGHAUS-25OCT23,KXHIGHAUS-25OCT23-B90.5,between,90.5,90.0,91.0,0.01,0.0,1.0,0.0,1.0,32893.0,0.0,no,0.0,92.0,finalized,KXHIGHAUS,90.81153084437052,0.9712099,0.37524050356121613,0.01,0.3652405035612161,0.0,YES,1.0,0.3652405035612161,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-24,KXHIGHAUS,KXHIGHAUS-25OCT24,KXHIGHAUS-25OCT24-B90.5,between,90.5,90.0,91.0,0.99,0.0,1.0,0.0,1.0,28497.0,0.0,yes,1.0,90.0,finalized,KXHIGHAUS,88.61015900770822,1.1312677,0.09229626941777824,0.99,-0.8977037305822217,1.0,NO,1.0000000000000009,0.8977037305822217,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-10-24,KXHIGHAUS,KXHIGHAUS-25OCT24,KXHIGHAUS-25OCT24-B88.5,between,88.5,88.0,89.0,0.01,0.0,1.0,0.0,1.0,43607.0,0.0,no,0.0,90.0,finalized,KXHIGHAUS,88.61015900770822,1.1312677,0.3399847906614962,0.01,0.32998479066149616,0.0,YES,1.0,0.32998479066149616,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-26,KXHIGHAUS,KXHIGHAUS-25OCT26,KXHIGHAUS-25OCT26-T80,less,80.0,,80.0,0.01,0.0,1.0,0.0,1.0,24019.0,0.0,no,0.0,82.0,finalized,KXHIGHAUS,81.00161399841308,1.4134032,0.23926956464424082,0.01,0.2292695646442408,0.0,YES,1.0,0.2292695646442408,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-26,KXHIGHAUS,KXHIGHAUS-25OCT26,KXHIGHAUS-25OCT26-B82.5,between,82.5,82.0,83.0,0.95,0.0,1.0,0.0,1.0,13632.0,0.0,yes,1.0,82.0,finalized,KXHIGHAUS,81.00161399841308,1.4134032,0.1612807439018471,0.95,-0.7887192560981529,1.0,NO,5.000000000000004,0.7887192560981529,stop_loss,0.0,6.65,-5.000000000000004,-11.650000000000006,16.625,-29.125000000000014
2025-10-26,KXHIGHAUS,KXHIGHAUS-25OCT26,KXHIGHAUS-25OCT26-B80.5,between,80.5,80.0,81.0,0.01,0.0,1.0,0.0,1.0,37342.0,0.0,no,0.0,82.0,finalized,KXHIGHAUS,81.00161399841308,1.4134032,0.2602748738509037,0.01,0.2502748738509037,0.0,YES,1.0,0.2502748738509037,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-10-27,KXHIGHAUS,KXHIGHAUS-25OCT27,KXHIGHAUS-25OCT27-B89.5,between,89.5,89.0,90.0,0.99,0.0,1.0,0.0,1.0,18643.0,0.0,yes,1.0,90.0,finalized,KXHIGHAUS,88.59807653427123,0.93088233,0.26692413414460814,0.99,-0.7230758658553919,1.0,NO,1.0000000000000009,0.7230758658553919,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-10-27,KXHIGHAUS,KXHIGHAUS-25OCT27,KXHIGHAUS-25OCT27-B87.5,between,87.5,87.0,88.0,0.01,0.0,1.0,0.0,1.0,17104.0,0.0,no,0.0,90.0,finalized,KXHIGHAUS,88.59807653427123,0.93088233,0.2172656788629702,0.01,0.2072656788629702,0.0,YES,1.0,0.2072656788629702,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
